#2020-01-25T00:00:00
"Rt","σs"
0.002193840303255945,0.06937532180963293
0.0011078283692733837,0.03503260903453988
0.0,0.0
0.0,0.0
0.0011983770971005388,0.03789601122618464
0.013523007527879608,0.1794700672996166
0.005940009247022681,0.10962286238589634
0.02772839325696934,0.25431056290249915
0.01462474754067302,0.20041479540176863
0.03432199873270722,0.324028879542327
0.05888733654689652,0.4299960145269322
0.07091108979950088,0.47753764550629973
0.12440643853032604,0.6871013986733104
0.26410065851369136,0.986081887271537
0.30688859708933497,1.1145714047693858
0.4815606188236344,1.4186502241435537
0.7268020231309964,1.7207385743071495
1.1024377491825847,2.0895852264688246
1.426204057996109,2.323872872088208
1.5844089574273996,2.3639427640617297
1.9661645852203606,2.3370383186480814
2.1595042998118767,2.353306910745563
2.173000980574887,2.070190105336447
2.298923309875612,1.7453911422828527
2.274341350369304,1.4084650975979425
2.109155774750032,1.0706590055728809
1.9398187147274655,0.7404713518800219
1.7233221096280815,0.5179142449203212
1.4653380824101094,0.4169884792289216
1.3130092056192715,0.2531444261813153
1.19101666416028,0.18896936679054122
1.141776821387286,0.15482504402988964
1.1693008032901866,0.12486988065283622
1.2357640102987764,0.16794751971007613
1.3237786915514989,0.24966238054701875
1.4054809616827857,0.3563668621305243
1.4944738434893492,0.43458216625819057
1.6294548025827331,0.42462087790787867
1.7865435613280476,0.3110997002641981
1.8141237260342877,0.4053675137501082
1.884775437262808,0.3094263771375484
1.8913602829172649,0.26683798019804633
1.860242361410754,0.2324248879731737
1.802984399297888,0.2104066427551509
1.736411372320188,0.18370382616548134
1.6747760989480194,0.15632678393474442
1.63019685333529,0.130965064228645
1.6104570323020126,0.11948176591468461
1.6222880384013008,0.11188283999660358
1.665623139181326,0.10707852929888016
1.7359260039183693,0.10440489384533397
1.8265068119031174,0.10478100503371236
1.9308655384500357,0.10849139812944296
2.0428566339104983,0.1140859135807384
2.1549649932623525,0.11997296839173446
2.258223712389451,0.12448459501767892
2.3425472832874434,0.12647290131409283
2.3981380938701125,0.12597160501324353
2.418348620391913,0.1237696838440129
2.40245375409319,0.12022016592267523
2.35472409021107,0.1147151192220523
